products_May-18_05-59-13PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product ID [Non Editable],Variant ID [Non Editable],Product Type [Non Editable],Product Page,Product URL,Title,Description,SKU,Option Name 1,Option Value 1,Option Name 2,Option Value 2,Option Name 3,Option Value 3,Option Name 4,Option Value 4,Option Name 5,Option Value 5,Option Name 6,Option Value 6,Price,Sale Price,On Sale,Stock,Categories,Tags,Weight,Length,Width,Height,Visible,Hosted Image URLs
5f45741a94a314193ae629b0,2d8ca145-008c-4605-bbd2-f32d32c7c30e,PHYSICAL,imported-products,cotton-steel-fat-quarter-bundle-happy-day-collection-6-fat-quarters-100-cotton-quilt-kit-bundle-quilters-cotton-patterned-fabric,Cotton & Steel Fat Quarter Bundle - Happy Day collection - 6 fat quarters - 100% cotton quilt kit bundle - quilters cotton patterned fabric,"<p>Cotton and Steel Fat Quarter Bundle from the Happy Day Collection. Talk to the Sun designer new fabric kit. <br><br>Set of 6 Fat Quarters (18'' x 22'') purple patterned bundle. Fabrics are good for quilting, holiday fabric projects, DIY winter face masks, and more fabric crafts. <br><br>100% premium cotton<br>For specific cut requests, message me directly!<br><br>Fabric Care: Machine wash warm, normal cycle.<br>Use only non-chlorine bleach.<br>Tumble dry medium. Use warm Iron.<br><br>All pictures are taken to portray the most accurate color possible. Color varies by display. Photos 2-9 are directly from supplier website.<br><br>With Ashley Fabric Supply is here to create a community of inspiration and collaboration. Join us to shop, share, and learn online!</p>",SQ0508200,,,,,,,,,,,,,23.99,0,No,1,,,0,0,0,0,Yes,https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1598388068180-DKAQN3Y5W83F8UA61K79/ke17ZwdGBToddI8pDm48kAnTsqqEsN7Em3dHppOvwq17gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1UVoo2KFfUl9ZyxcLpieJ8sqwacmUBkxafNP2zTotu4D9CFE8o_h3Zskf0qcXDKzwaA/image-asset.jpeg https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1598388068484-W16P21GYPRDTN4AA4GDK/ke17ZwdGBToddI8pDm48kPq93r9OmM1aFmG2Z56fHqN7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1UXnlZdGXzHx_-cvfQ7Od_zPrhz_as8Hvmk-eGcaLkezF1LPB70pGRsDT9qmfFRJw7Q/image-asset.jpeg https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1598388069085-9CU2EAWSTCLPLC4WOYKM/ke17ZwdGBToddI8pDm48kJeaJS4KStL6_2jy6YbkUaB7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QHyNOqBUUEtDDsRWrJLTmzRdow2MKoDNGJuOcT_AGWSRaJfLTI0Vcd2kdEjZdhBMREDFbXkT60NyOq1okkbOn/image-asset.jpeg https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1598388069781-1KL0VAVOWPFYYL7WISJT/ke17ZwdGBToddI8pDm48kJMB8YOlhe3qqEFmBeYuzM17gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1UUePTos4bg3PeDba1zmLo-qU7Vqvpwv1k2-Nq7E9vG_QjZhKd4dIdDilZsu1Q6uvuw/image-asset.jpeg https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1598388070382-8G2EAJEDU2HYLPTBF6XG/ke17ZwdGBToddI8pDm48kN3wE3xcC8ZF6Uw4gw4d9I17gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1UVEMPsPF8WxCaBMx85gXVocDTsnZmoaZ28IXztJabMXyWMKKNav6h1XbbmJwkennvQ/image-asset.jpeg https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1598388070889-RBKYJWDPWVH471VCEBMT/ke17ZwdGBToddI8pDm48kF9YGI9lnCRyEGZpF4o1app7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1UUY60gjYP4sNw7HDPDirPwr_lfR8i6X5fnnwMLrsBYQt5Pc19j1LVISwmFTcyujgXQ/image-asset.jpeg https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1598388071178-D4UMCHD19EG9KC66PAO8/ke17ZwdGBToddI8pDm48kGcdkOB1bmc_e53QDB8K2HtZw-zPPgdn4jUwVcJE1ZvWQUxwkmyExglNqGp0IvTJZamWLI2zvYWH8K3-s_4yszcp2ryTI0HqTOaaUohrI8PIlWk9S15MEC5FJu1qyQZlQ30M4ogUCLKPSP6EZI8y-v4KMshLAGzx4R3EDFOm1kBS/image-asset.jpeg
60a290a48a5fb2664bca2ffe,bcadf6d4-7a06-4a85-9c82-fc8b664d346a,PHYSICAL,shop-fabric-online-fabric-store-inspiration-quilt-kits,dmc-6-strand-embroidery-cotton-87yd-thread-skein-embroidery-thread-hand-quilting-punch-needle,"DMC 6-Strand Embroidery Cotton 8.7yd - Thread Skein Embroidery Thread, Hand Quilting, Punch Needle","<p class="""">DMC 6-Strand Embroidery Cotton 8.7yd (per skein)<br><br>DMC-Six-Strand Embroidery Cotton. A brilliant, six-strand floss made from double mercerized, long staple 100% cotton fibers. The floss is packed twelve 8.7yd/8m skeins per box. Imported.<br><br>This thread made of highly mercerized cotton is lustrous and made of 100% cotton. Perfect for Cross Stitching, Needlepoint and Embroidery on a wide variety of fabrics when a rich raised pattern is desired and for the finest of crocheted lace.<br><br>Color/Shades Shown:<br><br>01 - White Tin<br>20 - Shrimp<br>22 - Alizarin<br>23 - Apple Blossom<br>151 - Very Light Dusty Rose-Lighter than 3354<br>152 - Medium Light Shell Pink<br>310 - Black<br>316 - Medium Antique Mauve<br>352 - Light Coral<br>353 - Peach<br>355 - Dark Terra Cotta<br>453 - Light Shell Grey<br>746 - Off White<br>754 - Light Peach<br>760 - Salmon<br>762 - Very Light Pearl Grey<br>3708 - Melon<br>3823 - Ultra Pale Yellow<br>3824 - Light Apricot<br>3825 - Pale Pumpkin<br>3826 - Golden Brown<br>3830 - Terra Cotta<br>3865 - Winter White<br><br>*Color may vary by display, please cross-reference the color/shade number to ensure that you are receiving the exact DMC shade you would like. No returns on any DMC products.<br><br>Each purchased quantity includes one thread skein. Make your color choice from the dropdown box when placing your order.<br><br>With Ashley Fabric Supply is here to create a community of inspiration and collaboration. Join us to shop, share, and learn online!</p>",DMC 01,Color,01 - White Tin,,,,,,,,,,,0.99,0,No,2,/hand-embroidery-shop-dmc-floss-thread-needles-pattern/dmc-embroidery-floss,"dmc, hand sewing needle, embroidery shop, hand embroidery, needle",0,0,0,0,Yes,https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1621266704333-WFJ4ITOUYAIG3YZQ54B0/ke17ZwdGBToddI8pDm48kDe6IYIk-hW97MHHqp8qvB8UqsxRUqqbr1mOJYKfIPR7LoDQ9mXPOjoJoqy81S2I8PaoYXhp6HxIwZIk7-Mi3Tsic-L2IOPH3Dwrhl-Ne3Z2f-GpG2LwuouW5woP6eK0ggpg3gPXZs52Rt-MScwTMkAbq_pQtFqHzdGAdcBYPmVt/il_794xN.3009925198_9s2l.jpg https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1621266704343-O8MUYQZHAD1T8GHR2EUD/ke17ZwdGBToddI8pDm48kDe6IYIk-hW97MHHqp8qvB8UqsxRUqqbr1mOJYKfIPR7LoDQ9mXPOjoJoqy81S2I8PaoYXhp6HxIwZIk7-Mi3Tsic-L2IOPH3Dwrhl-Ne3Z2f-GpG2LwuouW5woP6eK0ggpg3gPXZs52Rt-MScwTMkAbq_pQtFqHzdGAdcBYPmVt/il_794xN.3010169224_s8w6.jpg https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1621266704273-XX4IY0J71RTRZK1F374T/ke17ZwdGBToddI8pDm48kDe6IYIk-hW97MHHqp8qvB8UqsxRUqqbr1mOJYKfIPR7LoDQ9mXPOjoJoqy81S2I8PaoYXhp6HxIwZIk7-Mi3Tsic-L2IOPH3Dwrhl-Ne3Z2f-GpG2LwuouW5woP6eK0ggpg3gPXZs52Rt-MScwTMkAbq_pQtFqHzdGAdcBYPmVt/il_794xN.3010169226_bsyw.jpg https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1621266704200-MHEIWCECQIBGFE86MP9O/ke17ZwdGBToddI8pDm48kO3pHbRXFRGodr8JQh_7bq9Zw-zPPgdn4jUwVcJE1ZvWQUxwkmyExglNqGp0IvTJZamWLI2zvYWH8K3-s_4yszcp2ryTI0HqTOaaUohrI8PITcWO9mKU3eqc2W4uxC_tmlyNmSsWfTSmtgr0c1XnE7kKMshLAGzx4R3EDFOm1kBS/il_794xN.3010169348_6hny.jpg https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1621266704372-6QNE8X589OR9DZ5CLJLT/ke17ZwdGBToddI8pDm48kDe6IYIk-hW97MHHqp8qvB8UqsxRUqqbr1mOJYKfIPR7LoDQ9mXPOjoJoqy81S2I8PaoYXhp6HxIwZIk7-Mi3Tsic-L2IOPH3Dwrhl-Ne3Z2f-GpG2LwuouW5woP6eK0ggpg3gPXZs52Rt-MScwTMkAbq_pQtFqHzdGAdcBYPmVt/il_794xN.3010169350_bp3t.jpg https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1621266704275-QLPSSX7OG6Z92QHBGIZP/ke17ZwdGBToddI8pDm48kDe6IYIk-hW97MHHqp8qvB8UqsxRUqqbr1mOJYKfIPR7LoDQ9mXPOjoJoqy81S2I8PaoYXhp6HxIwZIk7-Mi3Tsic-L2IOPH3Dwrhl-Ne3Z2f-GpG2LwuouW5woP6eK0ggpg3gPXZs52Rt-MScwTMkAbq_pQtFqHzdGAdcBYPmVt/il_794xN.3057878985_puk4.jpg https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1621266704236-8B17KUTV2G829AZMF5MK/ke17ZwdGBToddI8pDm48kDe6IYIk-hW97MHHqp8qvB8UqsxRUqqbr1mOJYKfIPR7LoDQ9mXPOjoJoqy81S2I8PaoYXhp6HxIwZIk7-Mi3Tsic-L2IOPH3Dwrhl-Ne3Z2f-GpG2LwuouW5woP6eK0ggpg3gPXZs52Rt-MScwTMkAbq_pQtFqHzdGAdcBYPmVt/il_794xN.3057878987_c4bg.jpg https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1621266704432-NTCDNIN7JZCIT1JMKN9L/ke17ZwdGBToddI8pDm48kDe6IYIk-hW97MHHqp8qvB8UqsxRUqqbr1mOJYKfIPR7LoDQ9mXPOjoJoqy81S2I8PaoYXhp6HxIwZIk7-Mi3Tsic-L2IOPH3Dwrhl-Ne3Z2f-GpG2LwuouW5woP6eK0ggpg3gPXZs52Rt-MScwTMkAbq_pQtFqHzdGAdcBYPmVt/il_794xN.3057878989_j3a4.jpg https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1621266704754-HATPE4NJEHDCOEOELO16/ke17ZwdGBToddI8pDm48kNI1fk7QzWItCEYEYXVDg5V7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1UcWQ-s95RhE8AVrNl6faCaxlY2MVpsNFghy7QfgMAw_WcTyyucow4w2PP5cyTif0EQ/il_1588xN.3010170080_2trg.jpg
,32043736-5c31-4460-afaa-a6e04fd045eb,,,,,,DMC 20,Color,20 - Shrimp,,,,,,,,,,,0.99,0,No,2,,,0,0,0,0,,
,d54ddd02-e291-4100-a33a-66a41ef6f57a,,,,,,DMC 22,Color,22 - Alizarin,,,,,,,,,,,0.99,0,No,2,,,0,0,0,0,,
,a4604326-a657-481d-b4f9-161144eaae21,,,,,,DMC 23,Color,23 - Apple Blossom,,,,,,,,,,,0.99,0,No,2,,,0,0,0,0,,
,c3bc9c5d-9f94-4bd6-a029-3535c7f7d8ed,,,,,,DMC 151,Color,151 - Very Light Dusty Rose-Lighter than 3354,,,,,,,,,,,0.99,0,No,2,,,0,0,0,0,,
,83b97825-3845-4527-ab78-9893fe4a775a,,,,,,DMC 152,Color,152 - Medium Light Shell Pink,,,,,,,,,,,0.99,0,No,2,,,0,0,0,0,,
,8db65829-95c4-4b75-9cb2-eb5dee445236,,,,,,DMC 310,Color,310 - Black,,,,,,,,,,,0.99,0,No,2,,,0,0,0,0,,
,523784df-d5c5-44bc-92c0-5d92c5c9b2fb,,,,,,DMC 316,Color,316 - Medium Antique Mauve,,,,,,,,,,,0.99,0,No,2,,,0,0,0,0,,
,30ae9b37-950c-4533-becd-4416b5cf07f2,,,,,,DMC 352,Color,352 - Light Coral,,,,,,,,,,,0.99,0,No,2,,,0,0,0,0,,
,ce67a02e-7922-42f1-acd1-f4dcec8f56a4,,,,,,DMC 353,Color,353 - Peach,,,,,,,,,,,0.99,0,No,2,,,0,0,0,0,,
,64ecf752-a491-4b67-89dd-e56e1266147f,,,,,,DMC 355,Color,355 - Dark Terra Cotta,,,,,,,,,,,0.99,0,No,2,,,0,0,0,0,,
,2fd6aeb6-0ac0-43eb-a701-d2bff5493d10,,,,,,DMC  453,Color,453 - Light Shell Grey,,,,,,,,,,,0.99,0,No,2,,,0,0,0,0,,
,51bc992d-10a7-4609-86ef-43c3e8809264,,,,,,DMC  746,Color,746 - Off White,,,,,,,,,,,0.99,0,No,2,,,0,0,0,0,,
,ee491675-8241-43fd-9054-503c23b94992,,,,,,DMC  754,Color,754 - Light Peach,,,,,,,,,,,0.99,0,No,2,,,0,0,0,0,,
,bcb4f8ac-5048-4f60-bad2-69801717687d,,,,,,DMC 760,Color,760 - Salmon,,,,,,,,,,,0.99,0,No,2,,,0,0,0,0,,
,aa9a1234-0f6d-4703-a413-7ca842bf586e,,,,,,DMC  762,Color,762 - Very Light Pearl Grey,,,,,,,,,,,0.99,0,No,2,,,0,0,0,0,,
,4bc692d8-4ef8-4ac4-bba7-b287d7a63c86,,,,,,DMC  3708,Color,3708 - Melon,,,,,,,,,,,0.99,0,No,2,,,0,0,0,0,,
,6ac0e3f7-244d-4c2c-8e0b-9c0f2db63d94,,,,,,DMC  3823,Color,3823 - Ultra Pale Yellow,,,,,,,,,,,0.99,0,No,2,,,0,0,0,0,,
,ef67f2f7-39a0-43ef-9237-d381afb3dbad,,,,,,DMC 3824,Color,3824 - Light Apricot,,,,,,,,,,,0.99,0,No,2,,,0,0,0,0,,
,e47a2744-e77e-4ebf-917b-9209ada31395,,,,,,DMC  3825,Color,3825 - Pale Pumpkin,,,,,,,,,,,0.99,0,No,2,,,0,0,0,0,,
,91d7b248-2f26-4936-9850-71bd70bde27b,,,,,,DMC  3826,Color,3826 - Golden Brown,,,,,,,,,,,0.99,0,No,2,,,0,0,0,0,,
,6bd91e67-dfcc-4186-a2bc-8bd847b39759,,,,,,DMC 3830,Color,3830 - Terra Cotta,,,,,,,,,,,0.99,0,No,2,,,0,0,0,0,,
,e837b5a7-ae41-4b03-bd7d-87225fa7b442,,,,,,DMC 3865,Color,3865 - Winter White,,,,,,,,,,,0.99,0,No,2,,,0,0,0,0,,
60a2900182943a23ab057d25,582e5a15-0986-46fd-ac81-989f4d436e3e,PHYSICAL,shop-fabric-online-fabric-store-inspiration-quilt-kits,dmc-gold-embroidery-hand-needles-22k-gold-plated-steel-hand-quilting-embroidery-cross-stitching-needle-crafting-of-all-kinds,"DMC Gold Embroidery Hand Needles - 22K Gold plated Steel - Hand quilting, embroidery, cross stitching, needle-crafting of all kinds!","<p class="""">DMC Gold Embroidery Hand Needles - 22K Gold plated Steel<br><br>DMC-Gold Embroidery Hand Needles come in sizes 1, 3, and 5. These superior quality needles are resistant to humidity, body oils and rust. Perfect for cross-stitch, needlepoint, and counted thread- work. Four needles per package. Made in France.<br><br>4 needles- (2) size 1 needles, (1) size 3 needle, and (1) size 5 needle in each pack.<br><br>22K Gold plated steel hand needles slide through fabric easy. Often used for hand quilting, embroidery, cross stitching, needle-crafting of all kinds!<br><br>With Ashley Fabric Supply is here to create a community of inspiration and collaboration. Join us to shop, share, and learn online!</p>",SQ7902029,,,,,,,,,,,,,3.29,0,No,1,/hand-embroidery-shop-dmc-floss-thread-needles-pattern/hand-needles,"dmc, hand sewing needle, embroidery shop, hand embroidery, needle",0,0,0,0,Yes,https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1621266576005-A0AANXXE810JMDQ0X0DV/ke17ZwdGBToddI8pDm48kOeJ2153rBDs90A3mo0IdcZ7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1URgjVbaYUaYaNv_e6s74S2ivVgFGDNKF553F2hua1YRAN_s9_I7AJLAVBjIvk6XmdA/il_1588xN.2639031350_rm3t.jpg
5f45741a94a314193ae62ec2,5cb2a6a9-66f9-4f52-8ba1-7bdc6efdc148,PHYSICAL,imported-products,dmc-gold-embroidery-scissors,DMC Gold Embroidery Scissors,"<p>DMC Italian Embroidery Scissors are premium quality scissors with stainless steel blades and gold-coloured handles. DMC Embroidery Scissors are perfect for embroidery, creative stitchery, needlepoint, sewing,  scrapbooking and crafting. <br>Made in Italy.</p>",SQ5731851,,,,,,,,,,,,,9.99,0,No,1,,,0,0,0,0,Yes,https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1598388251912-QJ7XSFZFTXL9UYQW0J0V/ke17ZwdGBToddI8pDm48kHLzHj1fpIHqgk_rcXCSJul7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1UcP4A9wY8B_1rOumUtEnVQW2xCUD3L_Z1PWM-m1quFd52xBYZqvX3lv7h_sLFX56JA/image-asset.jpeg https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1598388252517-2ROXDR6MWY3H3TP1A4XI/ke17ZwdGBToddI8pDm48kAdHXowMrsdneNL1K8Mv7lt7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QHyNOqBUUEtDDsRWrJLTmv1ihXzK27xJYOPbUG3fJTyYuWP7uYfTJNEar2VJtgtSF5bT10K4nPc1sUe92U9KG/image-asset.jpeg https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1598388252684-EI5UHLXHWMXJFHOCE6YK/ke17ZwdGBToddI8pDm48kEOaBreMOTIYtGN1odNdrF17gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1UQmZL-L_7BC97stUK--QWKSbNwahvmtRSmxnTpToC0lTBQKKNEkfrftyV_n8zXI39g/image-asset.jpeg https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1598388253225-9WIM06OBQD22GFMU31TL/ke17ZwdGBToddI8pDm48kBYrAtrcac7GcBfYyqh5_817gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QHyNOqBUUEtDDsRWrJLTmTqyr0YSX1lQOSnWxEpwDIlp8H01WO4cNcVcsPo8AgmRnhX_hrWEepKLCMBR5BEHA/image-asset.jpeg https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1598388253286-EC9OYUF0BLYJD0X1E2T7/ke17ZwdGBToddI8pDm48kLvtQSycRlo0imxnZzqbHxZ7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1UX7eZ6W-ykxiMpaPhEumJ9fdgVlKd9G1xLDlTSkDK0HEV1D9ytEOYPF5EokCoVRdEg/image-asset.jpeg https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1598388253803-OSFE1JLC6X7OS33S2J0T/ke17ZwdGBToddI8pDm48kH1suJmK7_8I45ASQAXmOIlZw-zPPgdn4jUwVcJE1ZvWEtT5uBSRWt4vQZAgTJucoTqqXjS3CfNDSuuf31e0tVGyNWjiambHMNiiHIQzVgV1wNYq-mWlQt54SqN5sYHq-od1KFkltefTtiu7fQSBTf0/image-asset.jpeg
